id,title,description,availability,condition,link,image_link,brand,google_product_category,size,price
1-FFR-34Y-343,Babypink checks,Babypink checks,in stock,new,https://www.beelittle.in/store/item/Babypink+checks?id=9202,https://www.beelittle.in/aalam/stock/item/9202/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-4Y,849.0 INR
1-FFR-45Y-343,Babypink checks,Babypink checks,out of stock,new,https://www.beelittle.in/store/item/Babypink+checks?id=9203,https://www.beelittle.in/aalam/stock/item/9203/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,4-5Y,849.0 INR
1-FFR-36-344,Stripy stripes,Stripy stripes,in stock,new,https://www.beelittle.in/store/item/Stripy+stripes?id=9204,https://www.beelittle.in/aalam/stock/item/9204/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,849.0 INR
1-FFR-612-344,Stripy stripes,Stripy stripes,out of stock,new,https://www.beelittle.in/store/item/Stripy+stripes?id=9205,https://www.beelittle.in/aalam/stock/item/9205/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,849.0 INR
1-FFR-12-344,Stripy stripes,Stripy stripes,out of stock,new,https://www.beelittle.in/store/item/Stripy+stripes?id=9206,https://www.beelittle.in/aalam/stock/item/9206/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,849.0 INR
1-FFR-23Y-344,Stripy stripes,Stripy stripes,in stock,new,https://www.beelittle.in/store/item/Stripy+stripes?id=9207,https://www.beelittle.in/aalam/stock/item/9207/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,2-3Y,849.0 INR
1-FFR-34Y-344,Stripy stripes,Stripy stripes,in stock,new,https://www.beelittle.in/store/item/Stripy+stripes?id=9208,https://www.beelittle.in/aalam/stock/item/9208/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-4Y,849.0 INR
1-FFR-45Y-344,Stripy stripes,Stripy stripes,in stock,new,https://www.beelittle.in/store/item/Stripy+stripes?id=9209,https://www.beelittle.in/aalam/stock/item/9209/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,4-5Y,849.0 INR
1-FFR-36-345,Green polka,Green polka,out of stock,new,https://www.beelittle.in/store/item/Green+polka?id=9210,https://www.beelittle.in/aalam/stock/item/9210/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,849.0 INR
1-FFR-612-345,Green polka,Green polka,out of stock,new,https://www.beelittle.in/store/item/Green+polka?id=9211,https://www.beelittle.in/aalam/stock/item/9211/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,849.0 INR
1-FFR-12-345,Green polka,Green polka,out of stock,new,https://www.beelittle.in/store/item/Green+polka?id=9212,https://www.beelittle.in/aalam/stock/item/9212/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,849.0 INR
1-FFR-23Y-345,Green polka,Green polka,out of stock,new,https://www.beelittle.in/store/item/Green+polka?id=9213,https://www.beelittle.in/aalam/stock/item/9213/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,2-3Y,849.0 INR
1-FFR-34Y-345,Green polka,Green polka,out of stock,new,https://www.beelittle.in/store/item/Green+polka?id=9214,https://www.beelittle.in/aalam/stock/item/9214/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-4Y,849.0 INR
1-FFR-45Y-345,Green polka,Green polka,in stock,new,https://www.beelittle.in/store/item/Green+polka?id=9215,https://www.beelittle.in/aalam/stock/item/9215/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,4-5Y,849.0 INR
1-FFR-36-347,Plum flowers,Plum flowers,in stock,new,https://www.beelittle.in/store/item/Plum+flowers?id=9216,https://www.beelittle.in/aalam/stock/item/9216/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,599.0 INR
1-FFR-612-347,Plum flowers,Plum flowers,out of stock,new,https://www.beelittle.in/store/item/Plum+flowers?id=9217,https://www.beelittle.in/aalam/stock/item/9217/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,599.0 INR
1-FFR-12-347,Plum flowers,Plum flowers,out of stock,new,https://www.beelittle.in/store/item/Plum+flowers?id=9218,https://www.beelittle.in/aalam/stock/item/9218/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,599.0 INR
1-FFR-23-347,Plum flowers,Plum flowers,out of stock,new,https://www.beelittle.in/store/item/Plum+flowers?id=9219,https://www.beelittle.in/aalam/stock/item/9219/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,2-3Y,599.0 INR
1-FFR-34-347,Plum flowers,Plum flowers,out of stock,new,https://www.beelittle.in/store/item/Plum+flowers?id=9220,https://www.beelittle.in/aalam/stock/item/9220/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-4Y,649.0 INR
1-FFR-45-347,Plum flowers,Plum flowers,in stock,new,https://www.beelittle.in/store/item/Plum+flowers?id=9221,https://www.beelittle.in/aalam/stock/item/9221/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,4-5Y,649.0 INR
1-FFR-36-348,Carnation pink,Carnation pink,out of stock,new,https://www.beelittle.in/store/item/Carnation+pink?id=9222,https://www.beelittle.in/aalam/stock/item/9222/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,749.0 INR
1-FFR-612-348,Carnation pink,Carnation pink,out of stock,new,https://www.beelittle.in/store/item/Carnation+pink?id=9223,https://www.beelittle.in/aalam/stock/item/9223/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,749.0 INR
1-FFR-12-348,Carnation pink,Carnation pink,out of stock,new,https://www.beelittle.in/store/item/Carnation+pink?id=9224,https://www.beelittle.in/aalam/stock/item/9224/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,749.0 INR
1-FFR-23-348,Carnation pink,Carnation pink,out of stock,new,https://www.beelittle.in/store/item/Carnation+pink?id=9225,https://www.beelittle.in/aalam/stock/item/9225/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,2-3Y,749.0 INR
1-FFR-34-348,Carnation pink,Carnation pink,out of stock,new,https://www.beelittle.in/store/item/Carnation+pink?id=9226,https://www.beelittle.in/aalam/stock/item/9226/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-4Y,799.0 INR
1-FFR-45-348,Carnation pink,Carnation pink,out of stock,new,https://www.beelittle.in/store/item/Carnation+pink?id=9227,https://www.beelittle.in/aalam/stock/item/9227/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,4-5Y,799.0 INR
1-SFR-36-232,Upside down blue flowers,Upside down blue flowers,out of stock,new,https://www.beelittle.in/store/item/Upside+down+blue+flowers?id=9228,https://www.beelittle.in/aalam/stock/item/9228/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,599.0 INR
1-SFR-612-232,Upside down blue flowers,Upside down blue flowers,out of stock,new,https://www.beelittle.in/store/item/Upside+down+blue+flowers?id=9229,https://www.beelittle.in/aalam/stock/item/9229/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,599.0 INR
1-SFR-12-232,Upside down blue flowers,Upside down blue flowers,out of stock,new,https://www.beelittle.in/store/item/Upside+down+blue+flowers?id=9230,https://www.beelittle.in/aalam/stock/item/9230/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,599.0 INR
1-SFR-23-232,Upside down blue flowers,Upside down blue flowers,out of stock,new,https://www.beelittle.in/store/item/Upside+down+blue+flowers?id=9231,https://www.beelittle.in/aalam/stock/item/9231/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,2-3Y,599.0 INR
1-SFR-34-232,Upside down blue flowers,Upside down blue flowers,out of stock,new,https://www.beelittle.in/store/item/Upside+down+blue+flowers?id=9232,https://www.beelittle.in/aalam/stock/item/9232/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-4Y,649.0 INR
1-SFR-45-232,Upside down blue flowers,Upside down blue flowers,out of stock,new,https://www.beelittle.in/store/item/Upside+down+blue+flowers?id=9233,https://www.beelittle.in/aalam/stock/item/9233/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,4-5Y,649.0 INR
I2-WES-612-004,Golden Zari Embroidered Dark Pink Kurta With Beige Pant-Pant,Golden Zari Embroidered Dark Pink Kurta With Beige Pant-Pant,in stock,new,https://www.beelittle.in/store/item/Golden+Zari+Embroidered+Dark+Pink+Kurta+With+Beige+Pant?id=9234,https://www.beelittle.in/aalam/stock/item/9234/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,4200.0 INR
I2-WES-12-004,Golden Zari Embroidered Dark Pink Kurta With Beige Pant-Pant,Golden Zari Embroidered Dark Pink Kurta With Beige Pant-Pant,in stock,new,https://www.beelittle.in/store/item/Golden+Zari+Embroidered+Dark+Pink+Kurta+With+Beige+Pant?id=9235,https://www.beelittle.in/aalam/stock/item/9235/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,4200.0 INR
I2-WES-23-004,Golden Zari Embroidered Dark Pink Kurta With Beige Pant-Pant,Golden Zari Embroidered Dark Pink Kurta With Beige Pant-Pant,in stock,new,https://www.beelittle.in/store/item/Golden+Zari+Embroidered+Dark+Pink+Kurta+With+Beige+Pant?id=9236,https://www.beelittle.in/aalam/stock/item/9236/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,2-3Y,4200.0 INR
I2-WES-34-004,Golden Zari Embroidered Dark Pink Kurta With Beige Pant-Pant,Golden Zari Embroidered Dark Pink Kurta With Beige Pant-Pant,out of stock,new,https://www.beelittle.in/store/item/Golden+Zari+Embroidered+Dark+Pink+Kurta+With+Beige+Pant?id=9237,https://www.beelittle.in/aalam/stock/item/9237/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-4Y,4200.0 INR
I2-WES-45-004,Golden Zari Embroidered Dark Pink Kurta With Beige Pant-Pant,Golden Zari Embroidered Dark Pink Kurta With Beige Pant-Pant,in stock,new,https://www.beelittle.in/store/item/Golden+Zari+Embroidered+Dark+Pink+Kurta+With+Beige+Pant?id=9238,https://www.beelittle.in/aalam/stock/item/9238/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,4-5Y,4350.0 INR
I2-WES-612-005,Multicolour Peacock Embroidered Mustard Kurta With Beige Pant-Pant,Multicolour Peacock Embroidered Mustard Kurta With Beige Pant-Pant,out of stock,new,https://www.beelittle.in/store/item/Multicolour+Peacock+Embroidered+Mustard+Kurta+With+Beige+Pant?id=9239,https://www.beelittle.in/aalam/stock/item/9239/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,3850.0 INR
I2-WES-12-005,Multicolour Peacock Embroidered Mustard Kurta With Beige Pant-Pant,Multicolour Peacock Embroidered Mustard Kurta With Beige Pant-Pant,out of stock,new,https://www.beelittle.in/store/item/Multicolour+Peacock+Embroidered+Mustard+Kurta+With+Beige+Pant?id=9240,https://www.beelittle.in/aalam/stock/item/9240/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,3850.0 INR
I2-WES-23-005,Multicolour Peacock Embroidered Mustard Kurta With Beige Pant-Pant,Multicolour Peacock Embroidered Mustard Kurta With Beige Pant-Pant,out of stock,new,https://www.beelittle.in/store/item/Multicolour+Peacock+Embroidered+Mustard+Kurta+With+Beige+Pant?id=9241,https://www.beelittle.in/aalam/stock/item/9241/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,2-3Y,3850.0 INR
I2-WES-34-005,Multicolour Peacock Embroidered Mustard Kurta With Beige Pant-Pant,Multicolour Peacock Embroidered Mustard Kurta With Beige Pant-Pant,out of stock,new,https://www.beelittle.in/store/item/Multicolour+Peacock+Embroidered+Mustard+Kurta+With+Beige+Pant?id=9242,https://www.beelittle.in/aalam/stock/item/9242/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-4Y,3850.0 INR
I2-WES-45-005,Multicolour Peacock Embroidered Mustard Kurta With Beige Pant-Pant,Multicolour Peacock Embroidered Mustard Kurta With Beige Pant-Pant,out of stock,new,https://www.beelittle.in/store/item/Multicolour+Peacock+Embroidered+Mustard+Kurta+With+Beige+Pant?id=9243,https://www.beelittle.in/aalam/stock/item/9243/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,4-5Y,3999.0 INR
I3-WAI-36-003,Teal Kurta With Green Floral Printed Jacket And Pant-Pant,Teal Kurta With Green Floral Printed Jacket And Pant-Pant,out of stock,new,https://www.beelittle.in/store/item/Teal+Kurta+With+Green+Floral+Printed+Jacket+And+Pant?id=9244,https://www.beelittle.in/aalam/stock/item/9244/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,1599.0 INR
I3-WAI-612-003,Teal Kurta With Green Floral Printed Jacket And Pant-Pant,Teal Kurta With Green Floral Printed Jacket And Pant-Pant,out of stock,new,https://www.beelittle.in/store/item/Teal+Kurta+With+Green+Floral+Printed+Jacket+And+Pant?id=9245,https://www.beelittle.in/aalam/stock/item/9245/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,1599.0 INR
I3-WAI-12-003,Teal Kurta With Green Floral Printed Jacket And Pant-Pant,Teal Kurta With Green Floral Printed Jacket And Pant-Pant,out of stock,new,https://www.beelittle.in/store/item/Teal+Kurta+With+Green+Floral+Printed+Jacket+And+Pant?id=9246,https://www.beelittle.in/aalam/stock/item/9246/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,1599.0 INR
I3-WAI-23-003,Teal Kurta With Green Floral Printed Jacket And Pant-Pant,Teal Kurta With Green Floral Printed Jacket And Pant-Pant,out of stock,new,https://www.beelittle.in/store/item/Teal+Kurta+With+Green+Floral+Printed+Jacket+And+Pant?id=9247,https://www.beelittle.in/aalam/stock/item/9247/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,2-3Y,1599.0 INR
I3-WAI-34-003,Teal kurta with Green floral printed Jacket and pant-Pant,Teal kurta with Green floral printed Jacket and pant-Pant,in stock,new,https://www.beelittle.in/store/item/Teal+kurta+with+Green+floral+printed+Jacket+and+pant?id=9248,https://www.beelittle.in/aalam/stock/item/9248/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-4Y,1599.0 INR
I3-WAI-45-003,Teal Kurta With Green Floral Printed Jacket And Pant-Pant,Teal Kurta With Green Floral Printed Jacket And Pant-Pant,out of stock,new,https://www.beelittle.in/store/item/Teal+Kurta+With+Green+Floral+Printed+Jacket+And+Pant?id=9249,https://www.beelittle.in/aalam/stock/item/9249/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,4-5Y,1750.0 INR
I2-SKUR-03-007,Purple Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,Purple Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,out of stock,new,https://www.beelittle.in/store/item/Purple+Silk+Metallic+Tissue+Kurta+With+Dhoti?id=9250,https://www.beelittle.in/aalam/stock/item/9250/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,1850.0 INR
I2-SKUR-36-007,Purple Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,Purple Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,in stock,new,https://www.beelittle.in/store/item/Purple+Silk+Metallic+Tissue+Kurta+With+Dhoti?id=9251,https://www.beelittle.in/aalam/stock/item/9251/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,1850.0 INR
I2-SKUR-612-007,Purple Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,Purple Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,out of stock,new,https://www.beelittle.in/store/item/Purple+Silk+Metallic+Tissue+Kurta+With+Dhoti?id=9252,https://www.beelittle.in/aalam/stock/item/9252/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,1850.0 INR
I2-SKUR-12-007,Purple Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,Purple Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,out of stock,new,https://www.beelittle.in/store/item/Purple+Silk+Metallic+Tissue+Kurta+With+Dhoti?id=9253,https://www.beelittle.in/aalam/stock/item/9253/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,1850.0 INR
I2-SKUR-23-007,Purple Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,Purple Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,out of stock,new,https://www.beelittle.in/store/item/Purple+Silk+Metallic+Tissue+Kurta+With+Dhoti?id=9254,https://www.beelittle.in/aalam/stock/item/9254/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,2-3Y,1850.0 INR
I2-SKUR-03-008,Peach Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,Peach Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,out of stock,new,https://www.beelittle.in/store/item/Peach+Silk+Metallic+Tissue+Kurta+With+Dhoti?id=9255,https://www.beelittle.in/aalam/stock/item/9255/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,1850.0 INR
I2-SKUR-36-008,Peach Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,Peach Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,in stock,new,https://www.beelittle.in/store/item/Peach+Silk+Metallic+Tissue+Kurta+With+Dhoti?id=9256,https://www.beelittle.in/aalam/stock/item/9256/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,1850.0 INR
I2-SKUR-612-008,Peach Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,Peach Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,out of stock,new,https://www.beelittle.in/store/item/Peach+Silk+Metallic+Tissue+Kurta+With+Dhoti?id=9257,https://www.beelittle.in/aalam/stock/item/9257/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,1850.0 INR
I2-SKUR-12-008,Peach Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,Peach Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,out of stock,new,https://www.beelittle.in/store/item/Peach+Silk+Metallic+Tissue+Kurta+With+Dhoti?id=9258,https://www.beelittle.in/aalam/stock/item/9258/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,1850.0 INR
I2-SKUR-23-008,Peach Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,Peach Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,in stock,new,https://www.beelittle.in/store/item/Peach+Silk+Metallic+Tissue+Kurta+With+Dhoti?id=9259,https://www.beelittle.in/aalam/stock/item/9259/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,2-3Y,1850.0 INR
I2-SKUR-03-009,Green Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,Green Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,out of stock,new,https://www.beelittle.in/store/item/Green+Silk+Metallic+Tissue+Kurta+With+Dhoti?id=9260,https://www.beelittle.in/aalam/stock/item/9260/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,1850.0 INR
I2-SKUR-36-009,Green Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,Green Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,in stock,new,https://www.beelittle.in/store/item/Green+Silk+Metallic+Tissue+Kurta+With+Dhoti?id=9261,https://www.beelittle.in/aalam/stock/item/9261/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,1850.0 INR
I2-SKUR-612-009,Green Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,Green Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,out of stock,new,https://www.beelittle.in/store/item/Green+Silk+Metallic+Tissue+Kurta+With+Dhoti?id=9262,https://www.beelittle.in/aalam/stock/item/9262/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,1850.0 INR
I2-SKUR-12-009,Green Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,Green Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,out of stock,new,https://www.beelittle.in/store/item/Green+Silk+Metallic+Tissue+Kurta+With+Dhoti?id=9263,https://www.beelittle.in/aalam/stock/item/9263/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,1850.0 INR
I2-SKUR-23-009,Green Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,Green Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,out of stock,new,https://www.beelittle.in/store/item/Green+Silk+Metallic+Tissue+Kurta+With+Dhoti?id=9264,https://www.beelittle.in/aalam/stock/item/9264/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,2-3Y,1850.0 INR
I2-SKUR-03-010,Black Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,Black Silk Metallic Tissue Kurta With Dhoti-Dhoti Pant,in stock,new,https://www.beelittle.in/store/item/Black+Silk+Metallic+Tissue+Kurta+With+Dhoti?id=9265,https://www.beelittle.in/aalam/stock/item/9265/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,1850.0 INR
